Sport,Country,League Name,Margin,Total Records,Avg. Odd,Success Rate,Money Per Game,Kelly,Number Of Seasons,No Of Positive Seasons,Money Low,Money High
handball,fyr-of-macedonia,superleague,1.30,32,1.1054,0.9615,0.0588,0.5966,2,2,0.0376923076923077,0.08
handball,fyr-of-macedonia,superleague,1.50,19,1.4211,0.7778,0.1094,0.2501,2,1,-0.221111111111111,0.44
handball,germany,1-bundesliga-women,1.30,237,1.1436,0.7763,-0.1170,-0.7815,8,3,-0.357142857142857,0.19
handball,germany,1-bundesliga-women,1.50,103,1.4171,0.6500,-0.0750,-0.1891,9,3,-0.6525,0.49
handball,germany,2-bundesliga-women,1.30,3,1.1067,0.6667,-0.3100,-2.4583,1,0,-0.31,-0.31
handball,germany,2-bundesliga-women,1.50,2,1.4750,0.5000,-0.2750,-0.5526,1,0,-0.275,-0.275
handball,germany,2-bundesliga,1.30,123,1.1801,0.9000,0.0521,0.3448,5,3,-0.185,0.24
handball,germany,2-bundesliga,1.50,127,1.4043,0.7767,0.0813,0.2243,5,4,-0.53,0.373333333333333
handball,germany,bundesliga,1.30,626,1.1505,0.8883,0.0157,0.1463,14,9,-0.30375,0.182
handball,germany,bundesliga,1.50,276,1.3904,0.4595,-0.3592,-0.9250,14,3,-1,0.416666666666667
handball,germany,dhb-pokal-women,1.30,38,1.1165,0.9833,0.0952,0.8403,5,4,-0.0383333333333333,0.22
handball,germany,dhb-pokal-women,1.50,7,1.3813,0.6667,-0.0813,-0.2077,4,2,-1,0.4
handball,germany,dhb-pokal,1.30,261,1.1039,0.8669,-0.0541,-0.4138,8,2,-0.135,0.0148
handball,germany,dhb-pokal,1.50,69,1.3949,0.5813,-0.1983,-0.4792,8,2,-0.543333333333333,0.113
handball,greece,a1,1.30,139,1.1327,0.8692,-0.0211,-0.1165,7,5,-0.415,0.145
handball,greece,a1,1.50,49,1.4117,0.5833,-0.1717,-0.4288,6,1,-0.556666666666667,0.425
handball,greece,greek-cup,1.30,12,1.1573,0.7667,-0.1210,-0.7164,5,2,-0.375,0.136666666666667
handball,greece,greek-cup,1.50,1,1.4800,0.0000,-1.0000,-2.0833,1,0,-1,-1
handball,hungary,hungarian-cup-women,1.30,1,1.0500,1.0000,0.0500,1.0000,1,1,0.05,0.05
handball,hungary,hungarian-cup-women,1.50,2,1.3750,0.0000,-1.0000,-2.6667,1,0,-1,-1
handball,hungary,hungarian-cup,1.30,2,1.1900,1.0000,0.1900,1.0000,1,1,0.19,0.19
handball,hungary,hungarian-cup,1.50,2,1.4350,0.5000,-0.2900,-0.6494,1,0,-0.29,-0.29
handball,hungary,nb-i-women,1.30,304,1.1113,0.7869,-0.1305,-1.1283,9,3,-1,0.113636363636364
handball,hungary,nb-i-women,1.50,81,1.4104,0.5578,-0.2055,-0.5196,7,2,-1,0.443333333333333
handball,hungary,nb-i,1.30,204,1.0885,0.9295,0.0034,0.1326,8,5,-0.243636363636364,0.172
handball,hungary,nb-i,1.50,79,1.4010,0.5229,-0.2809,-0.6669,8,2,-1,0.42
handball,iceland,olis-deild-women,1.30,3,1.2000,0.6667,-0.1967,-1.0000,1,0,-0.196666666666667,-0.196666666666667
handball,iceland,olis-deild-women,1.50,2,1.4150,1.0000,0.4150,1.0000,1,1,0.415,0.415
handball,iceland,olis-deildin,1.30,37,1.1683,0.9500,0.1088,0.6530,4,3,-0.148,0.213333333333333
handball,iceland,olis-deildin,1.50,58,1.4108,0.7292,0.0240,0.0699,4,3,-0.533333333333333,0.37
handball,israel,division-1,1.30,90,1.1281,0.8424,-0.0489,-0.3878,5,3,-0.380909090909091,0.17
handball,israel,division-1,1.50,56,1.4010,0.6733,-0.0549,-0.1414,5,2,-0.33,0.128
handball,italy,serie-a,1.30,8,1.2228,0.9167,0.1169,0.5426,3,2,-0.1425,0.25
handball,italy,serie-a,1.50,7,1.3875,0.9167,0.2708,0.7016,3,3,0.0725,0.43
handball,latvia,synottip-virsliga,1.30,27,1.1529,0.7286,-0.1605,-1.0463,4,0,-0.282,-0.082
handball,latvia,synottip-virsliga,1.50,20,1.3865,0.7500,0.0385,0.1031,4,2,-0.313333333333333,0.4225
handball,lithuania,lietuvos-lyga,1.30,21,1.1552,1.0000,0.1552,1.0000,3,3,0.13,0.19
handball,lithuania,lietuvos-lyga,1.50,7,1.4200,0.1667,-0.7533,-1.8175,2,0,-1,-0.506666666666667
handball,luxembourg,sales-lentz-league,1.30,1,1.0700,1.0000,0.0700,1.0000,1,1,0.0700000000000001,0.0700000000000001
handball,montenegro,prva-liga,1.30,2,1.1100,1.0000,0.1100,1.0000,2,2,0.02,0.2
handball,montenegro,prva-liga,1.50,1,1.3600,1.0000,0.3600,1.0000,1,1,0.36,0.36
handball,north-central-america,central-american-caribbean-games-women,1.30,2,1.1650,0.0000,-1.0000,-6.0606,1,0,-1,-1
handball,north-central-america,central-american-caribbean-games-women,1.50,1,1.4400,0.0000,-1.0000,-2.2727,1,0,-1,-1
handball,north-central-america,central-american-caribbean-games,1.30,4,1.0600,0.5000,-0.4850,-7.8333,1,0,-0.485,-0.485
handball,norway,1-division-women,1.30,146,1.1462,0.7686,-0.1195,-0.8136,7,3,-0.542,0.142
handball,norway,1-division-women,1.50,98,1.3869,0.6560,-0.0921,-0.2333,7,2,-0.464,0.4
handball,norway,1-division,1.30,114,1.1964,0.8012,-0.0474,-0.2113,7,2,-0.191666666666667,0.22
handball,norway,1-division,1.50,65,1.4029,0.8595,0.2034,0.5108,7,6,-0.0600000000000001,0.45
handball,norway,grundigligaen-women,1.30,264,1.1156,0.8223,-0.0921,-0.7142,7,1,-0.2475,0.135384615384615
handball,norway,grundigligaen-women,1.50,66,1.3864,0.8524,0.1801,0.4703,7,6,-0.0600000000000001,0.4
handball,norway,grundigligaen,1.30,158,1.1836,0.7055,-0.1742,-0.8983,10,2,-1,0.2375
handball,norway,grundigligaen,1.50,197,1.3942,0.5554,-0.2302,-0.5727,12,1,-0.625,0.082
handball,norway,nm-cup-women,1.30,22,1.0870,0.9250,-0.0006,0.0629,6,4,-0.1725,0.16
handball,norway,nm-cup-women,1.50,5,1.4338,0.7500,0.0688,0.1736,4,3,-1,0.46
handball,norway,nm-cup,1.30,8,1.1660,0.7000,-0.1730,-1.1072,5,3,-1,0.19
handball,norway,nm-cup,1.50,8,1.4507,0.6667,-0.0220,-0.0730,5,3,-1,0.48
handball,poland,polish-cup,1.30,1,1.2500,1.0000,0.2500,1.0000,1,1,0.25,0.25
handball,poland,superliga-women,1.30,121,1.1151,0.8234,-0.0827,-0.7101,6,3,-0.576666666666667,0.176666666666667
handball,poland,superliga-women,1.50,85,1.4265,0.5714,-0.1819,-0.4333,7,3,-1,0.446666666666667
handball,poland,superliga,1.30,205,1.1217,0.9000,0.0065,0.0785,10,7,-0.35,0.162857142857143
handball,poland,superliga,1.50,140,1.4198,0.5439,-0.2288,-0.5425,11,4,-1,0.5
handball,portugal,1a-divisao-women,1.30,5,1.0980,1.0000,0.0980,1.0000,1,1,0.098,0.098
handball,portugal,andebol-1,1.30,178,1.1640,0.7873,-0.0876,-0.5100,9,4,-0.538,0.265
handball,portugal,andebol-1,1.50,112,1.4028,0.6792,-0.0453,-0.1173,8,3,-1,0.415
handball,romania,liga-nationala-women,1.30,191,1.1192,0.8803,-0.0266,-0.1237,8,5,-0.285555555555556,0.11
handball,romania,liga-nationala-women,1.50,95,1.3905,0.5905,-0.1873,-0.4584,7,3,-1,0.35
handball,romania,liga-nationala,1.30,150,1.1430,0.9296,0.0587,0.4375,8,6,-0.1825,0.185
handball,romania,liga-nationala,1.50,94,1.4144,0.6417,-0.0972,-0.2231,6,2,-0.51,0.42
handball,russia,russian-cup,1.30,12,1.1343,0.7417,-0.1878,-1.1826,4,1,-0.495,0.09
handball,russia,russian-cup,1.50,4,1.3600,1.0000,0.3600,1.0000,4,4,0.32,0.41
handball,russia,superleague-women,1.30,128,1.1448,0.8466,-0.0438,-0.2128,6,2,-0.21,0.0971428571428572
handball,russia,superleague-women,1.50,50,1.3718,0.7310,0.0039,0.0073,5,3,-0.553333333333333,0.38
handball,russia,superleague,1.30,115,1.1555,0.8972,0.0259,0.2362,6,3,-0.1775,0.21
handball,russia,superleague,1.50,106,1.4060,0.5306,-0.2605,-0.6257,6,1,-0.755,0.00750000000000001
handball,serbia,superliga,1.30,47,1.2156,0.8750,0.0589,0.2952,6,4,-0.375,0.25
handball,serbia,superliga,1.50,40,1.4373,0.3333,-0.5260,-1.1911,5,1,-1,0.393333333333333
handball,slovakia,extraliga,1.30,149,1.1592,0.7154,-0.1906,-1.0718,8,3,-1,0.138571428571429
handball,slovakia,extraliga,1.50,31,1.4155,0.4643,-0.3512,-0.8251,7,2,-1,0.435
handball,slovenia,1-a-drl-women,1.30,50,1.1174,0.8373,-0.0677,-0.5484,6,3,-0.415,0.22
handball,slovenia,1-a-drl-women,1.50,16,1.4300,1.0000,0.4300,1.0000,4,4,0.31,0.5
handball,slovenia,1-a-rl,1.30,4,1.1775,0.7500,-0.1075,-0.6585,1,0,-0.1075,-0.1075
handball,slovenia,1-a-rl,1.50,1,1.5000,0.0000,-1.0000,-2.0000,1,0,-1,-1
handball,slovenia,1-nlb-lig,1.30,207,1.1279,0.8015,-0.1055,-0.7506,8,2,-0.536666666666667,0.120833333333333
handball,slovenia,1-nlb-lig,1.50,107,1.3863,0.3671,-0.4938,-1.2715,7,0,-1,-0.095
handball,south-korea,1st-league-women,1.30,26,1.1079,0.9167,0.0025,0.1445,3,2,-0.185,0.1425
handball,south-korea,1st-league-women,1.50,24,1.4343,0.6667,-0.0397,-0.1008,3,1,-0.416,0.415
handball,south-korea,1st-league,1.30,10,1.1540,0.7000,-0.1970,-1.2481,1,0,-0.197,-0.197
handball,south-korea,1st-league,1.50,4,1.3800,1.0000,0.3800,1.0000,2,2,0.35,0.41
handball,spain,copa-asobal,1.30,3,1.1767,1.0000,0.1767,1.0000,3,3,0.02,0.26
handball,spain,copa-asobal,1.50,2,1.3400,0.5000,-0.3450,-0.9706,2,1,-1,0.31
handball,spain,copa-del-rey,1.30,39,1.1112,0.9179,0.0158,0.1793,5,3,-0.18,0.155
handball,spain,copa-del-rey,1.50,14,1.3722,0.6167,-0.1438,-0.4133,5,2,-1,0.416666666666667
handball,spain,division-de-honor-plata,1.30,124,1.1884,0.6792,-0.1859,-1.0240,6,1,-0.375,0.21
handball,spain,division-de-honor-plata,1.50,121,1.3958,0.6385,-0.0988,-0.2748,6,2,-0.6375,0.425
handball,spain,division-de-honor-women,1.30,303,1.1465,0.8135,-0.0748,-0.4595,9,3,-0.2425,0.1675
handball,spain,division-de-honor-women,1.50,108,1.4029,0.7407,0.0459,0.0972,9,5,-1,0.46
handball,spain,liga-asobal,1.30,347,1.1407,0.8763,-0.0117,-0.0027,13,7,-0.33,0.21
handball,spain,liga-asobal,1.50,192,1.4129,0.6583,-0.0715,-0.1691,12,6,-1,0.5
handball,spain,supercopa,1.30,1,1.0200,1.0000,0.0200,1.0000,1,1,0.02,0.02
handball,sweden,allsvenskan-women,1.30,95,1.2016,0.8754,0.0433,0.2573,7,3,-0.121111111111111,0.2825
handball,sweden,allsvenskan-women,1.50,85,1.4033,0.6378,-0.1046,-0.2604,7,2,-1,0.383333333333333
handball,sweden,allsvenskan,1.30,92,1.2055,0.4986,-0.4167,-1.9406,7,1,-1,0.235
handball,sweden,allsvenskan,1.50,119,1.3998,0.5571,-0.2227,-0.5505,7,2,-1,0.38
handball,sweden,handbollsligan,1.30,219,1.1936,0.6385,-0.2433,-1.2291,13,3,-1,0.22
handball,sweden,handbollsligan,1.50,199,1.4026,0.5551,-0.2313,-0.5499,13,5,-1,0.4225
handball,sweden,she-women,1.30,257,1.1166,0.8944,-0.0079,-0.0110,8,4,-0.289,0.154285714285714
handball,sweden,she-women,1.50,104,1.4031,0.7286,0.0140,0.0553,7,3,-0.255,0.365
handball,switzerland,nla,1.30,144,1.2127,0.6648,-0.2024,-0.9108,9,4,-1,0.25
handball,switzerland,nla,1.50,113,1.4024,0.6444,-0.1040,-0.2390,9,4,-0.546666666666667,0.32
handball,switzerland,schweizer-cup-women,1.30,15,1.1300,0.9000,0.0000,0.1308,5,4,-0.4,0.25
handball,switzerland,schweizer-cup,1.30,13,1.1057,0.9600,0.0557,0.5817,5,4,-0.068,0.2
handball,switzerland,schweizer-cup,1.50,2,1.4350,0.5000,-0.2650,-0.6494,2,1,-1,0.47
handball,switzerland,spl-women,1.30,198,1.0802,0.8866,-0.0454,-0.5261,7,2,-0.2375,0.0625
handball,switzerland,spl-women,1.50,61,1.4693,0.5571,-0.1821,-0.3865,7,2,-1,0.5
handball,turkey,superlig,1.30,67,1.1121,0.8193,-0.1011,-0.7923,4,1,-0.189090909090909,0.08
handball,turkey,superlig,1.50,27,1.4152,0.9048,0.2800,0.6754,3,3,0.02,0.45
handball,ukraine,superleague,1.30,38,1.0809,0.9792,0.0547,0.7217,6,5,-0.02375,0.163333333333333
handball,ukraine,superleague,1.50,6,1.4075,0.7500,0.0450,0.1365,4,3,-1,0.41
handball,world,club-friendly-women,1.30,34,1.1881,0.7487,-0.1132,-0.5873,3,1,-0.35,0.0133333333333334
handball,world,club-friendly-women,1.50,13,1.4350,0.8333,0.2033,0.4502,3,2,-0.285,0.45
handball,world,club-friendly,1.30,103,1.1241,0.6547,-0.2735,-2.1275,5,2,-1,0.0288888888888889
handball,world,club-friendly,1.50,36,1.3702,0.2679,-0.6186,-1.7100,4,0,-1,-0.224285714285714
handball,world,friendly-international-women,1.30,58,1.1325,0.7446,-0.1682,-1.1822,8,2,-0.475,0.1325
handball,world,friendly-international-women,1.50,17,1.4112,0.6000,-0.1660,-0.3728,6,2,-1,0.39
handball,world,friendly-international,1.30,63,1.1646,0.8238,-0.0464,-0.2464,7,4,-0.485,0.22
handball,world,friendly-international,1.50,36,1.3851,0.8611,0.1999,0.5005,6,4,-0.255,0.41
handball,world,gf-world-cup-women,1.30,5,1.2283,0.5000,-0.3883,-1.6898,3,1,-1,0.235
handball,world,gf-world-cup-women,1.50,6,1.4167,0.5556,-0.1944,-0.5111,3,1,-1,0.5
handball,world,ihf-emerging-nations-championship,1.30,7,1.1571,1.0000,0.1571,1.0000,1,1,0.157142857142857,0.157142857142857
handball,world,ihf-emerging-nations-championship,1.50,4,1.3975,0.7500,0.0650,0.1211,1,1,0.0649999999999999,0.0649999999999999
handball,world,mediterranean-games-women,1.30,3,1.1700,1.0000,0.1700,1.0000,1,1,0.17,0.17
handball,world,mediterranean-games-women,1.50,1,1.3500,1.0000,0.3500,1.0000,1,1,0.35,0.35
handball,world,mediterranean-games,1.30,6,1.1167,1.0000,0.1167,1.0000,1,1,0.116666666666667,0.116666666666667
handball,world,mediterranean-games,1.50,3,1.4167,0.6667,-0.0833,-0.1333,1,0,-0.0833333333333333,-0.0833333333333333
handball,world,mobelringen-cup-women,1.30,2,1.1550,1.0000,0.1550,1.0000,2,2,0.13,0.18
handball,world,mobelringen-cup-women,1.50,1,1.4000,1.0000,0.4000,1.0000,1,1,0.4,0.4
handball,world,olympic-games-women,1.30,26,1.1149,0.9167,0.0149,0.1913,2,1,-0.0316666666666667,0.0614285714285715
handball,world,olympic-games-women,1.50,14,1.3858,0.8333,0.1492,0.4014,2,1,-0.0766666666666667,0.375
handball,world,olympic-games,1.30,30,1.1361,0.8750,-0.0189,-0.0432,2,1,-0.145,0.107272727272727
handball,world,olympic-games,1.50,32,1.3949,0.5238,-0.2701,-0.6820,2,0,-0.534444444444445,-0.00571428571428575
handball,world,pan-american-championship-women,1.30,4,1.0375,1.0000,0.0375,1.0000,2,2,0.035,0.04
handball,world,pan-american-championship-women,1.50,2,1.4900,0.0000,-1.0000,-2.0408,1,0,-1,-1
handball,world,pan-american-championship,1.30,6,1.0433,1.0000,0.0433,1.0000,1,1,0.0433333333333334,0.0433333333333334
handball,world,pan-american-championship,1.50,2,1.4000,0.5000,-0.2550,-0.7500,1,0,-0.255,-0.255
handball,world,pan-american-club-championship,1.30,7,1.1054,0.8750,-0.0483,-0.3108,2,1,-0.2,0.103333333333333
handball,world,pan-american-club-championship,1.50,2,1.4350,0.5000,-0.3150,-0.6494,1,0,-0.315,-0.315
handball,world,pan-american-games-women,1.30,3,1.0367,0.6667,-0.3100,-8.4242,1,0,-0.31,-0.31
handball,world,pan-american-games-women,1.50,1,1.4200,0.0000,-1.0000,-2.3810,1,0,-1,-1
handball,world,pan-american-games,1.30,4,1.0675,0.5000,-0.4875,-6.9074,1,0,-0.4875,-0.4875
handball,world,pan-american-games,1.50,2,1.3950,1.0000,0.3950,1.0000,1,1,0.395,0.395
handball,world,super-globe,1.30,6,1.1433,0.5000,-0.4567,-2.9884,3,1,-1,0.015
handball,world,super-globe,1.50,2,1.3250,1.0000,0.3250,1.0000,2,2,0.31,0.34
handball,world,universiade-women,1.30,7,1.1386,0.8571,-0.0314,-0.1738,1,0,-0.0314285714285714,-0.0314285714285714
handball,world,universiade-women,1.50,2,1.4100,0.5000,-0.2550,-0.7195,1,0,-0.255,-0.255
handball,world,universiade,1.30,7,1.1400,0.7143,-0.1600,-1.3265,1,0,-0.16,-0.16
handball,world,universiade,1.50,3,1.4233,0.6667,-0.0567,-0.1207,1,0,-0.0566666666666667,-0.0566666666666667
handball,world,world-championship-u18-women,1.30,64,1.1377,0.8153,-0.0804,-0.5267,3,0,-0.108125,-0.063
handball,world,world-championship-u18-women,1.50,40,1.4044,0.6345,-0.1101,-0.2693,3,1,-0.4,0.22375
handball,world,world-championship-u19,1.30,52,1.1277,0.6831,-0.2396,-1.7993,3,0,-0.355714285714286,-0.172222222222222
handball,world,world-championship-u19,1.50,32,1.3873,0.6429,-0.1163,-0.2793,3,1,-0.415714285714286,0.12
handball,world,world-championship-u20-women,1.30,52,1.1077,0.9583,0.0577,0.5713,3,2,-0.015,0.108
handball,world,world-championship-u20-women,1.50,39,1.4016,0.7857,0.1075,0.2521,3,2,-0.0533333333333333,0.19
handball,world,world-championship-u21,1.30,81,1.1381,0.7905,-0.1159,-0.7262,3,1,-0.355714285714286,0.038
handball,world,world-championship-u21,1.50,57,1.4029,0.6722,-0.0614,-0.1413,3,1,-0.16,0.0325
handball,world,world-championship-women,1.30,129,1.1270,0.7194,-0.1947,-1.4905,5,1,-0.4,0.035
handball,world,world-championship-women,1.50,67,1.4114,0.7000,-0.0111,-0.0293,5,2,-0.4,0.47
handball,world,world-championship,1.30,151,1.1381,0.8596,-0.0337,-0.1571,5,2,-0.283333333333333,0.1825
handball,world,world-championship,1.50,76,1.4091,0.5929,-0.1711,-0.4024,5,1,-0.3175,0.035
hockey,asia,asia-league,1.30,93,1.1397,0.9000,0.0185,0.1840,5,3,-0.163333333333333,0.2
hockey,asia,asia-league,1.50,21,1.4450,0.6000,-0.1450,-0.2989,5,3,-1,0.475
hockey,asia,asian-games,1.30,1,1.0100,1.0000,0.0100,1.0000,1,1,0.01,0.01
hockey,asia,asian-games,1.50,1,1.3900,1.0000,0.3900,1.0000,1,1,0.39,0.39
hockey,australia,aihl,1.30,25,1.2424,0.5417,-0.3430,-1.3490,4,1,-1,0.128
hockey,australia,aihl,1.50,44,1.3992,0.8095,0.1224,0.3324,5,4,-0.33,0.425
hockey,austria,alps-hockey-league,1.30,31,1.1867,0.6667,-0.2467,-1.1190,3,2,-1,0.14
hockey,austria,alps-hockey-league,1.50,36,1.4313,0.8750,0.2500,0.5851,4,3,-0.32,0.465
hockey,austria,ebel,1.30,7,1.2500,1.0000,0.2500,1.0000,1,1,0.25,0.25
hockey,austria,ebel,1.50,51,1.4207,0.8333,0.1833,0.4371,5,3,-0.28,0.49
hockey,belarus,belarusian-cup,1.30,9,1.1118,1.0000,0.1118,1.0000,3,3,0.0233333333333334,0.2
hockey,belarus,belarusian-cup,1.50,5,1.4033,0.8333,0.1833,0.4201,3,2,-0.345,0.46
hockey,belarus,extraleague,1.30,204,1.1666,0.9107,0.0644,0.3749,6,4,-0.191428571428572,0.253333333333333
hockey,belarus,extraleague,1.50,121,1.4258,0.8333,0.1912,0.4419,5,3,-0.2525,0.446666666666667
hockey,canada,lnah,1.50,4,1.3750,0.5000,-0.3200,-0.8333,1,0,-0.32,-0.32
hockey,canada,ohl,1.30,11,1.2600,1.0000,0.2600,1.0000,1,1,0.26,0.26
hockey,canada,ohl,1.50,110,1.4140,0.7708,0.0871,0.2172,4,3,-0.546666666666667,0.47
hockey,canada,qmjhl,1.30,47,1.2383,1.0000,0.2383,1.0000,3,3,0.225,0.26
hockey,canada,qmjhl,1.50,58,1.4433,0.6667,-0.0567,-0.0852,3,2,-1,0.45
hockey,canada,u-sports,1.30,3,1.2300,0.0000,-1.0000,-4.3478,1,0,-1,-1
hockey,canada,u-sports,1.50,9,1.4267,0.0000,-1.0000,-2.3438,1,0,-1,-1
hockey,canada,whl,1.30,22,1.2750,1.0000,0.2750,1.0000,2,2,0.25,0.3
hockey,canada,whl,1.50,121,1.4458,0.7500,0.0908,0.1893,5,4,-1,0.5
hockey,czech-republic,2-liga-central,1.30,6,1.1567,1.0000,0.1567,1.0000,1,1,0.156666666666667,0.156666666666667
hockey,czech-republic,2-liga-central,1.50,8,1.4425,0.5000,-0.2950,-0.6299,1,0,-0.295,-0.295
hockey,czech-republic,2-liga-east,1.30,6,1.1367,1.0000,0.1367,1.0000,1,1,0.136666666666667,0.136666666666667
hockey,czech-republic,2-liga-east,1.50,10,1.4229,0.5833,-0.1646,-0.4019,2,0,-0.2925,-0.0366666666666667
hockey,czech-republic,2-liga-play-offs,1.30,1,1.2000,1.0000,0.2000,1.0000,1,1,0.2,0.2
hockey,czech-republic,2-liga-promotion-group,1.30,1,1.0900,1.0000,0.0900,1.0000,1,1,0.0900000000000001,0.0900000000000001
hockey,czech-republic,2-liga-west,1.30,4,1.1450,1.0000,0.1450,1.0000,1,1,0.145,0.145
hockey,czech-republic,2-liga-west,1.50,8,1.4063,0.3750,-0.4888,-1.1635,2,0,-0.6575,-0.32
hockey,czech-republic,elj,1.50,10,1.4400,0.7500,0.0725,0.1818,2,1,-0.275,0.42
hockey,czech-republic,extraliga,1.50,62,1.4047,0.8333,0.1643,0.4215,5,3,-0.285,0.45
hockey,czech-republic,tipsport-hockey-cup,1.50,5,1.3963,0.2500,-0.6413,-1.6427,2,0,-1,-0.2825
hockey,czech-republic,wsm-liga,1.30,10,1.2000,1.0000,0.2000,1.0000,1,1,0.2,0.2
hockey,czech-republic,wsm-liga,1.50,140,1.4458,0.8125,0.1727,0.3919,8,5,-0.265,0.5
hockey,denmark,danish-cup,1.30,6,1.2150,0.8750,0.0675,0.2936,4,3,-0.45,0.29
hockey,denmark,danish-cup,1.50,6,1.4370,0.7000,-0.0120,0.0135,5,3,-1,0.45
hockey,denmark,metal-ligaen,1.30,62,1.1922,0.7778,-0.0778,-0.3783,9,7,-1,0.25
hockey,denmark,metal-ligaen,1.50,131,1.4206,0.6762,-0.0436,-0.0936,10,3,-0.405714285714286,0.43
hockey,europe,champions-cup-women,1.30,2,1.2900,1.0000,0.2900,1.0000,2,2,0.28,0.3
hockey,europe,champions-league,1.30,4,1.2800,1.0000,0.2800,1.0000,1,1,0.28,0.28
hockey,europe,champions-league,1.50,1,1.4100,1.0000,0.4100,1.0000,1,1,0.41,0.41
hockey,europe,channel-one-cup,1.50,5,1.3900,0.8000,0.1080,0.2872,5,4,-1,0.43
hockey,europe,continental-cup,1.30,15,1.1464,0.9111,0.0470,0.3040,6,4,-0.156666666666667,0.27
hockey,europe,continental-cup,1.50,6,1.4150,0.6250,-0.0963,-0.2786,4,2,-1,0.5
hockey,europe,dolomiten-cup,1.50,3,1.4067,0.3333,-0.5167,-1.3060,3,1,-1,0.45
hockey,europe,european-trophy,1.50,4,1.4150,0.5000,-0.3100,-0.7048,1,0,-0.31,-0.31
hockey,europe,hockeyades-valle-de-joux,1.50,1,1.4500,1.0000,0.4500,1.0000,1,1,0.45,0.45
hockey,europe,international-tournament-austria,1.50,1,1.3700,0.0000,-1.0000,-2.7027,1,0,-1,-1
hockey,europe,international-tournament-belarus,1.30,3,1.2600,1.0000,0.2600,1.0000,2,2,0.24,0.28
hockey,europe,international-tournament-belarus,1.50,3,1.3400,0.2500,-0.6550,-1.9559,2,0,-1,-0.31
hockey,europe,international-tournament-denmark,1.30,1,1.1200,1.0000,0.1200,1.0000,1,1,0.12,0.12
hockey,europe,international-tournament-denmark,1.50,2,1.3650,0.5000,-0.2900,-0.8699,2,1,-1,0.42
hockey,europe,international-tournament-france,1.50,1,1.3500,1.0000,0.3500,1.0000,1,1,0.35,0.35
hockey,europe,international-tournament-hungary,1.30,3,1.1900,0.6667,-0.2433,-1.0877,3,2,-1,0.24
hockey,europe,international-tournament-hungary,1.50,1,1.3100,1.0000,0.3100,1.0000,1,1,0.31,0.31
hockey,europe,international-tournament-italy,1.30,1,1.1000,1.0000,0.1000,1.0000,1,1,0.1,0.1
hockey,europe,international-tournament-latvia,1.30,2,1.2200,1.0000,0.2200,1.0000,1,1,0.22,0.22
hockey,europe,international-tournament-netherlands,1.30,2,1.2700,1.0000,0.2700,1.0000,1,1,0.27,0.27
hockey,europe,international-tournament-norway,1.30,1,1.2100,1.0000,0.2100,1.0000,1,1,0.21,0.21
hockey,europe,international-tournament-norway,1.50,1,1.3400,1.0000,0.3400,1.0000,1,1,0.34,0.34
hockey,europe,international-tournament-poland,1.30,12,1.1918,0.9028,0.0754,0.3959,6,4,-0.1725,0.29
hockey,europe,international-tournament-poland,1.50,3,1.3967,0.6667,-0.0900,-0.1737,3,2,-1,0.4
hockey,europe,international-tournament-romania,1.30,6,1.1233,1.0000,0.1233,1.0000,3,3,0.0900000000000001,0.18
hockey,europe,international-tournament-romania,1.50,5,1.4200,0.8333,0.1817,0.4365,3,2,-0.26,0.425
hockey,europe,international-tournament-slovenia,1.50,4,1.4417,0.5000,-0.2883,-0.6321,3,1,-1,0.43
hockey,europe,international-tournament-spain,1.30,2,1.2700,1.0000,0.2700,1.0000,1,1,0.27,0.27
hockey,europe,international-tournament-switzerland,1.50,1,1.4700,0.0000,-1.0000,-2.1277,1,0,-1,-1
hockey,europe,international-tournament-ukraine,1.30,2,1.1200,1.0000,0.1200,1.0000,2,2,0.1,0.14
hockey,europe,lada-cup,1.50,1,1.3200,1.0000,0.3200,1.0000,1,1,0.32,0.32
hockey,europe,ldz-price,1.50,1,1.4100,1.0000,0.4100,1.0000,1,1,0.41,0.41
hockey,europe,rona-cup,1.50,3,1.4267,0.6667,-0.0533,-0.1146,1,0,-0.0533333333333334,-0.0533333333333334
hockey,europe,spengler-cup-davos,1.50,4,1.4100,0.7500,0.0775,0.1402,4,3,-1,0.47
hockey,europe,sweden-hockey-games,1.50,1,1.4900,0.0000,-1.0000,-2.0408,1,0,-1,-1
hockey,europe,tatra-cup,1.30,1,1.2100,1.0000,0.2100,1.0000,1,1,0.21,0.21
hockey,europe,wurmberg-cup,1.50,1,1.4100,0.0000,-1.0000,-2.4390,1,0,-1,-1
hockey,finland,liiga,1.50,15,1.4300,0.3333,-0.5200,-1.2171,3,1,-1,0.44
hockey,finland,mestis,1.30,7,1.3000,1.0000,0.3000,1.0000,1,1,0.3,0.3
hockey,finland,mestis,1.50,115,1.4352,0.9167,0.3149,0.7252,7,6,-0.05,0.47
hockey,finland,suomi-sarja,1.30,18,1.2750,1.0000,0.2750,1.0000,2,2,0.25,0.3
hockey,finland,suomi-sarja,1.50,48,1.4238,0.7500,0.0550,0.1600,2,2,0.045,0.0649999999999999
hockey,france,french-cup,1.30,4,1.1800,1.0000,0.1800,1.0000,1,1,0.18,0.18
hockey,france,french-cup,1.50,4,1.3650,0.7500,0.0250,0.0651,1,1,0.025,0.025
