Anyang - Tohoku Free Blades&nbsp;,1.31,1
Sakhalin - Nikko Ice Bucks&nbsp;,1.48,1
Anyang - Tohoku Free Blades&nbsp;,1.42,1
Sakhalin - Nikko Ice Bucks&nbsp;,1.33,0
Anyang - Tohoku Free Blades&nbsp;,1.41,1
Sakhalin - Nikko Ice Bucks&nbsp;,1.28,0
Oji Eagles - Nikko Ice Bucks&nbsp;,1.46,0
Oji Eagles - Nikko Ice Bucks&nbsp;,1.43,0
Nikko Ice Bucks - High1,1.29,0
Nikko Ice Bucks - High1,1.35,1
Nikko Ice Bucks - High1,1.48,1
Tohoku Free Blades - High1,1.37,1
Anyang - Daemyung,1.04,1
China Dragon - Nikko Ice Bucks,1.45,1
Tohoku Free Blades - High1,1.26,0
Anyang - Daemyung,1.05,1
Tohoku Free Blades - High1,1.35,1
Anyang - Daemyung,1.03,1
Nikko Ice Bucks - Daemyung,1.24,1
Anyang - Nippon Paper Cranes,1.42,0
Nikko Ice Bucks - Daemyung,1.23,1
Nikko Ice Bucks - Daemyung,1.24,1
Anyang - Oji Eagles,1.5,1
Tohoku Free Blades - Daemyung,1.09,1
Anyang - Tohoku Free Blades&nbsp;,1.31,1
Sakhalin - Nikko Ice Bucks&nbsp;,1.48,1
Anyang - Tohoku Free Blades&nbsp;,1.42,1
Sakhalin - Nikko Ice Bucks&nbsp;,1.33,0
Anyang - Tohoku Free Blades&nbsp;,1.41,1
Sakhalin - Nikko Ice Bucks&nbsp;,1.28,0
Oji Eagles - Nikko Ice Bucks&nbsp;,1.46,0
Oji Eagles - Nikko Ice Bucks&nbsp;,1.43,0
Nikko Ice Bucks - High1,1.29,0
Nikko Ice Bucks - High1,1.35,1
Nikko Ice Bucks - High1,1.48,1
Tohoku Free Blades - High1,1.37,1
Anyang - Daemyung,1.04,1
China Dragon - Nikko Ice Bucks,1.45,1
Tohoku Free Blades - High1,1.26,0
Anyang - Daemyung,1.05,1
Tohoku Free Blades - High1,1.35,1
Anyang - Daemyung,1.03,1
Nikko Ice Bucks - Daemyung,1.24,1
Anyang - Nippon Paper Cranes,1.42,0
Nikko Ice Bucks - Daemyung,1.23,1
Nikko Ice Bucks - Daemyung,1.24,1
Anyang - Oji Eagles,1.5,1
Tohoku Free Blades - Daemyung,1.09,1
Anyang - Tohoku Free Blades&nbsp;,1.31,1
Sakhalin - Nikko Ice Bucks&nbsp;,1.48,1
Anyang - Tohoku Free Blades&nbsp;,1.42,1
Sakhalin - Nikko Ice Bucks&nbsp;,1.33,0
Anyang - Tohoku Free Blades&nbsp;,1.41,1
Sakhalin - Nikko Ice Bucks&nbsp;,1.28,0
Oji Eagles - Nikko Ice Bucks&nbsp;,1.46,0
Oji Eagles - Nikko Ice Bucks&nbsp;,1.43,0
Nikko Ice Bucks - High1,1.29,0
Nikko Ice Bucks - High1,1.35,1
Nikko Ice Bucks - High1,1.48,1
Tohoku Free Blades - High1,1.37,1
Anyang - Daemyung,1.04,1
China Dragon - Nikko Ice Bucks,1.45,1
Tohoku Free Blades - High1,1.26,0
Anyang - Daemyung,1.05,1
Tohoku Free Blades - High1,1.35,1
Anyang - Daemyung,1.03,1
Nikko Ice Bucks - Daemyung,1.24,1
Anyang - Nippon Paper Cranes,1.42,0
Nikko Ice Bucks - Daemyung,1.23,1
Nikko Ice Bucks - Daemyung,1.24,1
Anyang - Oji Eagles,1.5,1
Tohoku Free Blades - Daemyung,1.09,1
Anyang - Tohoku Free Blades&nbsp;,1.31,1
Sakhalin - Nikko Ice Bucks&nbsp;,1.48,1
Anyang - Tohoku Free Blades&nbsp;,1.42,1
Sakhalin - Nikko Ice Bucks&nbsp;,1.33,0
Anyang - Tohoku Free Blades&nbsp;,1.41,1
Sakhalin - Nikko Ice Bucks&nbsp;,1.28,0
Oji Eagles - Nikko Ice Bucks&nbsp;,1.46,0
Oji Eagles - Nikko Ice Bucks&nbsp;,1.43,0
Nikko Ice Bucks - High1,1.29,0
Nikko Ice Bucks - High1,1.35,1
Nikko Ice Bucks - High1,1.48,1
Tohoku Free Blades - High1,1.37,1
Anyang - Daemyung,1.04,1
China Dragon - Nikko Ice Bucks,1.45,1
Tohoku Free Blades - High1,1.26,0
Anyang - Daemyung,1.05,1
Tohoku Free Blades - High1,1.35,1
Anyang - Daemyung,1.03,1
Nikko Ice Bucks - Daemyung,1.24,1
Anyang - Nippon Paper Cranes,1.42,0
Nikko Ice Bucks - Daemyung,1.23,1
Nikko Ice Bucks - Daemyung,1.24,1
Anyang - Oji Eagles,1.5,1
Tohoku Free Blades - Daemyung,1.09,1
Anyang - Tohoku Free Blades&nbsp;,1.31,1
Sakhalin - Nikko Ice Bucks&nbsp;,1.48,1
Anyang - Tohoku Free Blades&nbsp;,1.42,1
Sakhalin - Nikko Ice Bucks&nbsp;,1.33,0
Anyang - Tohoku Free Blades&nbsp;,1.41,1
Sakhalin - Nikko Ice Bucks&nbsp;,1.28,0
Oji Eagles - Nikko Ice Bucks&nbsp;,1.46,0
Oji Eagles - Nikko Ice Bucks&nbsp;,1.43,0
Nikko Ice Bucks - High1,1.29,0
Nikko Ice Bucks - High1,1.35,1
Nikko Ice Bucks - High1,1.48,1
Tohoku Free Blades - High1,1.37,1
Anyang - Daemyung,1.04,1
China Dragon - Nikko Ice Bucks,1.45,1
Tohoku Free Blades - High1,1.26,0
Anyang - Daemyung,1.05,1
Tohoku Free Blades - High1,1.35,1
Anyang - Daemyung,1.03,1
Nikko Ice Bucks - Daemyung,1.24,1
Anyang - Nippon Paper Cranes,1.42,0
Nikko Ice Bucks - Daemyung,1.23,1
Nikko Ice Bucks - Daemyung,1.24,1
Anyang - Oji Eagles,1.5,1
Tohoku Free Blades - Daemyung,1.09,1
Senegal - Zimbabwe,1.48,1
Ivory Coast - Togo,1.41,0
Algeria - Zimbabwe,1.49,0
Gabon - Guinea Bissau,1.39,0
Algeria - Lesotho,1.02,1
Morocco - Sao Tome and Principe,1.01,1
D.R. Congo - Central Africa,1.44,1
Togo - Djibouti,1.01,1
Tunisia - Liberia,1.18,1
Equatorial Guinea - South Sudan,1.38,1
Zambia - Kenya,1.41,0
Burkina Faso - Botswana,1.33,1
Uganda - Comoros,1.15,1
Ivory Coast - Sierra Leone,1.15,0
Mozambique - Mauritius,1.17,1
Senegal - Namibia,1.13,1
Cape Verde - Libya,1.27,0
Senegal - Zimbabwe,1.48,1
Ivory Coast - Togo,1.41,0
Algeria - Zimbabwe,1.49,0
Gabon - Guinea Bissau,1.39,0
Algeria - Lesotho,1.02,1
Morocco - Sao Tome and Principe,1.01,1
D.R. Congo - Central Africa,1.44,1
Togo - Djibouti,1.01,1
Tunisia - Liberia,1.18,1
Equatorial Guinea - South Sudan,1.38,1
Zambia - Kenya,1.41,0
Burkina Faso - Botswana,1.33,1
Uganda - Comoros,1.15,1
Ivory Coast - Sierra Leone,1.15,0
Mozambique - Mauritius,1.17,1
Senegal - Namibia,1.13,1
Cape Verde - Libya,1.27,0
Senegal - Zimbabwe,1.48,1
Ivory Coast - Togo,1.41,0
Algeria - Zimbabwe,1.49,0
Gabon - Guinea Bissau,1.39,0
Algeria - Lesotho,1.02,1
Morocco - Sao Tome and Principe,1.01,1
D.R. Congo - Central Africa,1.44,1
Togo - Djibouti,1.01,1
Tunisia - Liberia,1.18,1
Equatorial Guinea - South Sudan,1.38,1
Zambia - Kenya,1.41,0
Burkina Faso - Botswana,1.33,1
Uganda - Comoros,1.15,1
Ivory Coast - Sierra Leone,1.15,0
Mozambique - Mauritius,1.17,1
Senegal - Namibia,1.13,1
Cape Verde - Libya,1.27,0
Senegal - Zimbabwe,1.48,1
Ivory Coast - Togo,1.41,0
Algeria - Zimbabwe,1.49,0
Gabon - Guinea Bissau,1.39,0
Algeria - Lesotho,1.02,1
Morocco - Sao Tome and Principe,1.01,1
D.R. Congo - Central Africa,1.44,1
Togo - Djibouti,1.01,1
Tunisia - Liberia,1.18,1
Equatorial Guinea - South Sudan,1.38,1
Zambia - Kenya,1.41,0
Burkina Faso - Botswana,1.33,1
Uganda - Comoros,1.15,1
Ivory Coast - Sierra Leone,1.15,0
Mozambique - Mauritius,1.17,1
Senegal - Namibia,1.13,1
Cape Verde - Libya,1.27,0
Ivory Coast - Guinea,1.42,0
Senegal - Botswana,1.2,1
Gabon - Lesotho,1.22,1
Nigeria - South Africa,1.48,0
Ghana - Togo,1.32,1
D.R. Congo - Sierra Leone,1.24,1
Algeria - Ethiopia,1.19,1
Cape Verde - Niger,1.34,1
Ivory Coast - Guinea,1.42,0
Senegal - Botswana,1.2,1
Gabon - Lesotho,1.22,1
Nigeria - South Africa,1.48,0
Ghana - Togo,1.32,1
D.R. Congo - Sierra Leone,1.24,1
Algeria - Ethiopia,1.19,1
Cape Verde - Niger,1.34,1
Ivory Coast - Guinea,1.42,0
Senegal - Botswana,1.2,1
Gabon - Lesotho,1.22,1
Nigeria - South Africa,1.48,0
Ghana - Togo,1.32,1
D.R. Congo - Sierra Leone,1.24,1
Algeria - Ethiopia,1.19,1
Cape Verde - Niger,1.34,1
Ivory Coast - Guinea,1.42,0
Senegal - Botswana,1.2,1
Gabon - Lesotho,1.22,1
Nigeria - South Africa,1.48,0
Ghana - Togo,1.32,1
D.R. Congo - Sierra Leone,1.24,1
Algeria - Ethiopia,1.19,1
Cape Verde - Niger,1.34,1
Ethiopia - Nigeria,1.26,1
Niger - Ghana,1.37,1
Ivory Coast - Togo,1.28,1
Algeria - Libya&nbsp;,1.47,1
Burkina Faso - Central Africa&nbsp;,1.5,1
Angola - Zimbabwe&nbsp;,1.5,1
Cameroon - Cape Verde&nbsp;,1.16,1
Morocco - Mozambique&nbsp;,1.21,1
Tunisia - Sierra Leone&nbsp;,1.29,0
Nigeria - Liberia&nbsp;,1.18,1
Guinea - Niger&nbsp;,1.36,1
D.R. Congo - Equatorial Guinea&nbsp;,1.37,1
Ethiopia - Nigeria,1.26,1
Niger - Ghana,1.37,1
Ivory Coast - Togo,1.28,1
Algeria - Libya&nbsp;,1.47,1
Burkina Faso - Central Africa&nbsp;,1.5,1
Angola - Zimbabwe&nbsp;,1.5,1
Cameroon - Cape Verde&nbsp;,1.16,1
Morocco - Mozambique&nbsp;,1.21,1
